self-inflating sleeping pad,Knives & Tools,Osprey,shilpad@hbright.com,94115,static/images/gear/gear_photo.jpg,http://localhost:5000/static/images/gear/gear_photo.jpg
30L daypack,Tents & Shelter,Patagonia,mscott@hbright.com,94109,static/images/gear/gear_photo.jpg,http://localhost:5000/static/images/gear/gear_photo.jpg
hydration pack,Backpacks & Bags,Mountain Hardwear,slittle@hbright.com,94109,static/images/gear/gear_photo.jpg,http://localhost:5000/static/images/gear/gear_photo.jpg
headlamp,Camp Kitchen,Patagonia,bjnovak@hbright.com,94109,static/images/gear/gear_photo.jpg,http://localhost:5000/static/images/gear/gear_photo.jpg
compass,Tents & Shelter,MSR,mruffalo@hbright.com,94109,static/images/gear/gear_photo.jpg,http://localhost:5000/static/images/gear/gear_photo.jpg
womens 25L daypack,Camp Lighting,The North Face,seanp@hbright.com,94109,static/images/gear/gear_photo.jpg,http://localhost:5000/static/images/gear/gear_photo.jpg
hammock,Camp Kitchen,Evernew,bjnovak@hbright.com,94109,static/images/gear/gear_photo.jpg,http://localhost:5000/static/images/gear/gear_photo.jpg
bear canister,Tents & Shelter,Osprey,mscott@hbright.com,94109,static/images/gear/gear_photo.jpg,http://localhost:5000/static/images/gear/gear_photo.jpg
canister stove,Camp Kitchen,Nemo,hjackman@hbright.com,94109,static/images/gear/gear_photo.jpg,http://localhost:5000/static/images/gear/gear_photo.jpg
titanium cookware,Hydration,Evernew,shilpad@hbright.com,94115,static/images/gear/gear_photo.jpg,http://localhost:5000/static/images/gear/gear_photo.jpg
flashlight,Backpacks & Bags,Terra Nova,kellyk@hbright.com,94109,static/images/gear/gear_photo.jpg,http://localhost:5000/static/images/gear/gear_photo.jpg
silicon cookware,Camp Kitchen,Snow Peak,reesew@hbright.com,94109,static/images/gear/gear_photo.jpg,http://localhost:5000/static/images/gear/gear_photo.jpg
silicon cookware,Camp Lighting,GSI,bjnovak@hbright.com,94109,static/images/gear/gear_photo.jpg,http://localhost:5000/static/images/gear/gear_photo.jpg
backpacking mattress,Camp Lighting,Evernew,slittle@hbright.com,94109,static/images/gear/gear_photo.jpg,http://localhost:5000/static/images/gear/gear_photo.jpg
lantern,Knives & Tools,GSI,dwight@hbright.com,94109,static/images/gear/gear_photo.jpg,http://localhost:5000/static/images/gear/gear_photo.jpg
cold weather sleeping bag,Hydration,Osprey,rainnwilson@hbright.com,94109,static/images/gear/gear_photo.jpg,http://localhost:5000/static/images/gear/gear_photo.jpg
lantern,Camp Lighting,Black Diamond,pamb@hbright.com,94109,static/images/gear/gear_photo.jpg,http://localhost:5000/static/images/gear/gear_photo.jpg
headlamp,Camp Kitchen,MSR,mscott@hbright.com,94109,static/images/gear/gear_photo.jpg,http://localhost:5000/static/images/gear/gear_photo.jpg
backpacking mattress,Knives & Tools,Terra Nova,mpalmer@hbright.com,94109,static/images/gear/gear_photo.jpg,http://localhost:5000/static/images/gear/gear_photo.jpg
flashlight,Sleeping Bags,Evernew,pamb@hbright.com,94109,static/images/gear/gear_photo.jpg,http://localhost:5000/static/images/gear/gear_photo.jpg
lantern,Camp Lighting,Osprey,bjnovak@hbright.com,94109,static/images/gear/gear_photo.jpg,http://localhost:5000/static/images/gear/gear_photo.jpg
lantern,Camp Kitchen,The North Face,dwight@hbright.com,94109,static/images/gear/gear_photo.jpg,http://localhost:5000/static/images/gear/gear_photo.jpg
womens 25L daypack,Camp Lighting,Sierra Designs,mscott@hbright.com,94109,static/images/gear/gear_photo.jpg,http://localhost:5000/static/images/gear/gear_photo.jpg
silicon cookware,Hydration,Mountain Hardwear,hjackman@hbright.com,94109,static/images/gear/gear_photo.jpg,http://localhost:5000/static/images/gear/gear_photo.jpg
bear canister,Camp Lighting,Patagonia,pamb@hbright.com,94109,static/images/gear/gear_photo.jpg,http://localhost:5000/static/images/gear/gear_photo.jpg
30L daypack,Tents & Shelter,Mountain Hardwear,rainnwilson@hbright.com,94109,static/images/gear/gear_photo.jpg,http://localhost:5000/static/images/gear/gear_photo.jpg
cold weather sleeping bag,Sleeping Bags,Osprey,dwight@hbright.com,94109,static/images/gear/gear_photo.jpg,http://localhost:5000/static/images/gear/gear_photo.jpg
self-inflating sleeping pad,Camp Furniture,Osprey,hjackman@hbright.com,94109,static/images/gear/gear_photo.jpg,http://localhost:5000/static/images/gear/gear_photo.jpg
2-person tent,Hydration,The North Face,mscott@hbright.com,94109,static/images/gear/gear_photo.jpg,http://localhost:5000/static/images/gear/gear_photo.jpg
sleeping pad,Backpacks & Bags,Evernew,kellyk@hbright.com,94109,static/images/gear/gear_photo.jpg,http://localhost:5000/static/images/gear/gear_photo.jpg
bear canister,Hydration,Big Agnes,reesew@hbright.com,94109,static/images/gear/gear_photo.jpg,http://localhost:5000/static/images/gear/gear_photo.jpg
womens 65L backpacking pack,Camp Kitchen,Mountain Hardwear,pamb@hbright.com,94109,static/images/gear/gear_photo.jpg,http://localhost:5000/static/images/gear/gear_photo.jpg
flashlight,Hydration,REI,shilpad@hbright.com,94115,static/images/gear/gear_photo.jpg,http://localhost:5000/static/images/gear/gear_photo.jpg
canister stove,Camp Lighting,Evernew,mscott@hbright.com,94109,static/images/gear/gear_photo.jpg,http://localhost:5000/static/images/gear/gear_photo.jpg
womens 65L backpacking pack,Camp Lighting,Sea to Summit,seanp@hbright.com,94109,static/images/gear/gear_photo.jpg,http://localhost:5000/static/images/gear/gear_photo.jpg
2-person tent,Backpacks & Bags,CamelBak,mscott@hbright.com,94109,static/images/gear/gear_photo.jpg,http://localhost:5000/static/images/gear/gear_photo.jpg
4-person tent,Knives & Tools,Evernew,kellyk@hbright.com,94109,static/images/gear/gear_photo.jpg,http://localhost:5000/static/images/gear/gear_photo.jpg
cold weather sleeping bag,Tents & Shelter,Marmot,mscott@hbright.com,94109,static/images/gear/gear_photo.jpg,http://localhost:5000/static/images/gear/gear_photo.jpg
headlamp,Knives & Tools,Therm-a-Rest,seanp@hbright.com,94109,static/images/gear/gear_photo.jpg,http://localhost:5000/static/images/gear/gear_photo.jpg
compact pocket knife,Tents & Shelter,Patagonia,vhudgens@hbright.com,94109,static/images/gear/gear_photo.jpg,http://localhost:5000/static/images/gear/gear_photo.jpg
mens 35L hiking pack,Tents & Shelter,REI,reesew@hbright.com,94109,static/images/gear/gear_photo.jpg,http://localhost:5000/static/images/gear/gear_photo.jpg
canister stove,Sleeping Bags,Hydro Flask,shilpad@hbright.com,94115,static/images/gear/gear_photo.jpg,http://localhost:5000/static/images/gear/gear_photo.jpg
self-inflating sleeping pad,Sleeping Bags,Patagonia,rainnwilson@hbright.com,94109,static/images/gear/gear_photo.jpg,http://localhost:5000/static/images/gear/gear_photo.jpg
lantern,Tents & Shelter,Snow Peak,kellyk@hbright.com,94109,static/images/gear/gear_photo.jpg,http://localhost:5000/static/images/gear/gear_photo.jpg
4-person tent,Sleeping Bags,The North Face,bjnovak@hbright.com,94109,static/images/gear/gear_photo.jpg,http://localhost:5000/static/images/gear/gear_photo.jpg
air sleeping pad,Hydration,Terra Nova,vhudgens@hbright.com,94109,static/images/gear/gear_photo.jpg,http://localhost:5000/static/images/gear/gear_photo.jpg
bear canister,Backpacks & Bags,Nemo,rainnwilson@hbright.com,94109,static/images/gear/gear_photo.jpg,http://localhost:5000/static/images/gear/gear_photo.jpg
mens 85L backpacking pack,Camp Kitchen,MSR,mscott@hbright.com,94109,static/images/gear/gear_photo.jpg,http://localhost:5000/static/images/gear/gear_photo.jpg
30L daypack,Camp Electronics,The North Face,kellyk@hbright.com,94109,static/images/gear/gear_photo.jpg,http://localhost:5000/static/images/gear/gear_photo.jpg
lantern,Tents & Shelter,Hydro Flask,bjnovak@hbright.com,94109,static/images/gear/gear_photo.jpg,http://localhost:5000/static/images/gear/gear_photo.jpg
2-person tent,Camp Kitchen,Terra Nova,mpalmer@hbright.com,94109,static/images/gear/gear_photo.jpg,http://localhost:5000/static/images/gear/gear_photo.jpg
bear canister,Knives & Tools,Therm-a-Rest,rainnwilson@hbright.com,94109,static/images/gear/gear_photo.jpg,http://localhost:5000/static/images/gear/gear_photo.jpg
womens 25L daypack,Sleeping Bags,Nemo,hjackman@hbright.com,94109,static/images/gear/gear_photo.jpg,http://localhost:5000/static/images/gear/gear_photo.jpg
4-person tent,Backpacks & Bags,Therm-a-Rest,shilpad@hbright.com,94115,static/images/gear/gear_photo.jpg,http://localhost:5000/static/images/gear/gear_photo.jpg
womens 25L daypack,Camp Electronics,Big Agnes,slittle@hbright.com,94109,static/images/gear/gear_photo.jpg,http://localhost:5000/static/images/gear/gear_photo.jpg
hammock,Knives & Tools,Nemo,mpalmer@hbright.com,94109,static/images/gear/gear_photo.jpg,http://localhost:5000/static/images/gear/gear_photo.jpg
backpacking mattress,Knives & Tools,Black Diamond,bjnovak@hbright.com,94109,static/images/gear/gear_photo.jpg,http://localhost:5000/static/images/gear/gear_photo.jpg
cold weather sleeping bag,Hydration,Sea to Summit,slittle@hbright.com,94109,static/images/gear/gear_photo.jpg,http://localhost:5000/static/images/gear/gear_photo.jpg
mens 85L backpacking pack,Tents & Shelter,Black Diamond,rainnwilson@hbright.com,94109,static/images/gear/gear_photo.jpg,http://localhost:5000/static/images/gear/gear_photo.jpg
hydration pack,Camp Furniture,Black Diamond,dwight@hbright.com,94109,static/images/gear/gear_photo.jpg,http://localhost:5000/static/images/gear/gear_photo.jpg
cold weather sleeping bag,Hydration,Evernew,annieclark@hbright.com,94109,static/images/gear/gear_photo.jpg,http://localhost:5000/static/images/gear/gear_photo.jpg
hammock,Hydration,Hydro Flask,pamb@hbright.com,94109,static/images/gear/gear_photo.jpg,http://localhost:5000/static/images/gear/gear_photo.jpg
titanium cookware,Backpacks & Bags,Evernew,mpalmer@hbright.com,94109,static/images/gear/gear_photo.jpg,http://localhost:5000/static/images/gear/gear_photo.jpg
headlamp,Backpacks & Bags,CamelBak,reesew@hbright.com,94109,static/images/gear/gear_photo.jpg,http://localhost:5000/static/images/gear/gear_photo.jpg
bear canister,Camp Furniture,Nemo,slittle@hbright.com,94109,static/images/gear/gear_photo.jpg,http://localhost:5000/static/images/gear/gear_photo.jpg
30L daypack,Hydration,Marmot,pamb@hbright.com,94109,static/images/gear/gear_photo.jpg,http://localhost:5000/static/images/gear/gear_photo.jpg
cold weather sleeping bag,Knives & Tools,REI,mpalmer@hbright.com,94109,static/images/gear/gear_photo.jpg,http://localhost:5000/static/images/gear/gear_photo.jpg
hydration pack,Camp Kitchen,Snow Peak,hjackman@hbright.com,94109,static/images/gear/gear_photo.jpg,http://localhost:5000/static/images/gear/gear_photo.jpg
titanium cookware,Knives & Tools,CamelBak,mpalmer@hbright.com,94109,static/images/gear/gear_photo.jpg,http://localhost:5000/static/images/gear/gear_photo.jpg
hydration pack,Camp Lighting,Sierra Designs,shilpad@hbright.com,94115,static/images/gear/gear_photo.jpg,http://localhost:5000/static/images/gear/gear_photo.jpg
self-inflating sleeping pad,Camp Electronics,Therm-a-Rest,bjnovak@hbright.com,94109,static/images/gear/gear_photo.jpg,http://localhost:5000/static/images/gear/gear_photo.jpg
headlamp,Hydration,Therm-a-Rest,slittle@hbright.com,94109,static/images/gear/gear_photo.jpg,http://localhost:5000/static/images/gear/gear_photo.jpg
mens 85L backpacking pack,Hydration,Marmot,annieclark@hbright.com,94109,static/images/gear/gear_photo.jpg,http://localhost:5000/static/images/gear/gear_photo.jpg
30L daypack,Sleeping Bags,The North Face,bjnovak@hbright.com,94109,static/images/gear/gear_photo.jpg,http://localhost:5000/static/images/gear/gear_photo.jpg
canister stove,Camp Kitchen,MSR,reesew@hbright.com,94109,static/images/gear/gear_photo.jpg,http://localhost:5000/static/images/gear/gear_photo.jpg
hammock,Sleeping Bags,Patagonia,mscott@hbright.com,94109,static/images/gear/gear_photo.jpg,http://localhost:5000/static/images/gear/gear_photo.jpg
womens 25L daypack,Sleeping Bags,Hydro Flask,reesew@hbright.com,94109,static/images/gear/gear_photo.jpg,http://localhost:5000/static/images/gear/gear_photo.jpg
hammock,Camp Furniture,Osprey,reesew@hbright.com,94109,static/images/gear/gear_photo.jpg,http://localhost:5000/static/images/gear/gear_photo.jpg
canister stove,Backpacks & Bags,Nemo,slittle@hbright.com,94109,static/images/gear/gear_photo.jpg,http://localhost:5000/static/images/gear/gear_photo.jpg
2-person tent,Hydration,Osprey,seanp@hbright.com,94109,static/images/gear/gear_photo.jpg,http://localhost:5000/static/images/gear/gear_photo.jpg
4-person tent,Camp Kitchen,Patagonia,mscott@hbright.com,94109,static/images/gear/gear_photo.jpg,http://localhost:5000/static/images/gear/gear_photo.jpg
womens 25L daypack,Backpacks & Bags,Hydro Flask,pamb@hbright.com,94109,static/images/gear/gear_photo.jpg,http://localhost:5000/static/images/gear/gear_photo.jpg
backpacking mattress,Camp Lighting,REI,mscott@hbright.com,94109,static/images/gear/gear_photo.jpg,http://localhost:5000/static/images/gear/gear_photo.jpg
canister stove,Camp Kitchen,Snow Peak,hjackman@hbright.com,94109,static/images/gear/gear_photo.jpg,http://localhost:5000/static/images/gear/gear_photo.jpg
air sleeping pad,Tents & Shelter,MSR,pamb@hbright.com,94109,static/images/gear/gear_photo.jpg,http://localhost:5000/static/images/gear/gear_photo.jpg
2-person tent,Hydration,Marmot,kellyk@hbright.com,94109,static/images/gear/gear_photo.jpg,http://localhost:5000/static/images/gear/gear_photo.jpg
hammock,Knives & Tools,MSR,shilpad@hbright.com,94115,static/images/gear/gear_photo.jpg,http://localhost:5000/static/images/gear/gear_photo.jpg
womens 25L daypack,Camp Furniture,Terra Nova,slittle@hbright.com,94109,static/images/gear/gear_photo.jpg,http://localhost:5000/static/images/gear/gear_photo.jpg
mens 85L backpacking pack,Camp Electronics,CamelBak,mpalmer@hbright.com,94109,static/images/gear/gear_photo.jpg,http://localhost:5000/static/images/gear/gear_photo.jpg
30L daypack,Knives & Tools,Big Agnes,vhudgens@hbright.com,94109,static/images/gear/gear_photo.jpg,http://localhost:5000/static/images/gear/gear_photo.jpg
canister stove,Camp Furniture,Sea to Summit,shilpad@hbright.com,94115,static/images/gear/gear_photo.jpg,http://localhost:5000/static/images/gear/gear_photo.jpg
hammock,Camp Electronics,Osprey,reesew@hbright.com,94109,static/images/gear/gear_photo.jpg,http://localhost:5000/static/images/gear/gear_photo.jpg
4-person tent,Backpacks & Bags,Nemo,kellyk@hbright.com,94109,static/images/gear/gear_photo.jpg,http://localhost:5000/static/images/gear/gear_photo.jpg
headlamp,Sleeping Bags,Osprey,bjnovak@hbright.com,94109,static/images/gear/gear_photo.jpg,http://localhost:5000/static/images/gear/gear_photo.jpg
compass,Backpacks & Bags,Black Diamond,kellyk@hbright.com,94109,static/images/gear/gear_photo.jpg,http://localhost:5000/static/images/gear/gear_photo.jpg
compact pocket knife,Hydration,Sea to Summit,annieclark@hbright.com,94109,static/images/gear/gear_photo.jpg,http://localhost:5000/static/images/gear/gear_photo.jpg
silicon cookware,Tents & Shelter,Sea to Summit,annieclark@hbright.com,94109,static/images/gear/gear_photo.jpg,http://localhost:5000/static/images/gear/gear_photo.jpg
hydration pack,Hydration,Therm-a-Rest,pamb@hbright.com,94109,static/images/gear/gear_photo.jpg,http://localhost:5000/static/images/gear/gear_photo.jpg
silicon cookware,Backpacks & Bags,Black Diamond,shilpad@hbright.com,94115,static/images/gear/gear_photo.jpg,http://localhost:5000/static/images/gear/gear_photo.jpg
cold weather sleeping bag,Tents & Shelter,Evernew,bjnovak@hbright.com,94109,static/images/gear/gear_photo.jpg,http://localhost:5000/static/images/gear/gear_photo.jpg
titanium cookware,Backpacks & Bags,The North Face,pamb@hbright.com,94109,static/images/gear/gear_photo.jpg,http://localhost:5000/static/images/gear/gear_photo.jpg
cold weather sleeping bag,Knives & Tools,Mountain Hardwear,vhudgens@hbright.com,94109,static/images/gear/gear_photo.jpg,http://localhost:5000/static/images/gear/gear_photo.jpg
silicon cookware,Camp Furniture,REI,bjnovak@hbright.com,94109,static/images/gear/gear_photo.jpg,http://localhost:5000/static/images/gear/gear_photo.jpg
air sleeping pad,Backpacks & Bags,Nemo,slittle@hbright.com,94109,static/images/gear/gear_photo.jpg,http://localhost:5000/static/images/gear/gear_photo.jpg
womens 65L backpacking pack,Knives & Tools,Evernew,shilpad@hbright.com,94115,static/images/gear/gear_photo.jpg,http://localhost:5000/static/images/gear/gear_photo.jpg
womens 25L daypack,Tents & Shelter,Big Agnes,bjnovak@hbright.com,94109,static/images/gear/gear_photo.jpg,http://localhost:5000/static/images/gear/gear_photo.jpg
